t,x,u,z1_hat,z2_hat,z3_hat
2.22000,10.40557,-0.01070,10.40700,-0.76304,-0.41857
2.22500,10.40188,0.00543,10.40333,-0.76211,-0.39875
2.23000,10.39819,0.02122,10.39965,-0.76103,-0.37955
2.23500,10.39450,0.03667,10.39598,-0.75979,-0.36096
2.24000,10.39082,0.05177,10.39231,-0.75839,-0.34296
2.24500,10.38714,0.06654,10.38864,-0.75684,-0.32552
2.25000,10.38347,0.08096,10.38498,-0.75514,-0.30864
2.25500,10.37980,0.09503,10.38132,-0.75330,-0.29229
2.26000,10.37614,0.10876,10.37767,-0.75132,-0.27646
2.26500,10.37249,0.12215,10.37403,-0.74921,-0.26113
2.27000,10.36884,0.13518,10.37039,-0.74696,-0.24629
2.27500,10.36520,0.14787,10.36676,-0.74458,-0.23191
2.28000,10.36158,0.16021,10.36314,-0.74208,-0.21799
2.28500,10.35796,0.17220,10.35953,-0.73945,-0.20451
2.29000,10.35435,0.18383,10.35592,-0.73670,-0.19144
2.29500,10.35076,0.19512,10.35233,-0.73384,-0.17879
2.30000,10.34718,0.20607,10.34876,-0.73086,-0.16653
2.30500,10.34361,0.21666,10.34519,-0.72777,-0.15465
2.31000,10.34005,0.22691,10.34164,-0.72458,-0.14314
2.31500,10.33651,0.23681,10.33810,-0.72129,-0.13198
2.32000,10.33299,0.24637,10.33457,-0.71789,-0.12117
2.32500,10.32948,0.25559,10.33106,-0.71440,-0.11069
2.33000,10.32598,0.26448,10.32756,-0.71082,-0.10052
2.33500,10.32250,0.27303,10.32408,-0.70715,-0.09067
2.34000,10.31904,0.28125,10.32062,-0.70339,-0.08111
2.34500,10.31560,0.28914,10.31717,-0.69955,-0.07185
2.35000,10.31217,0.29672,10.31374,-0.69562,-0.06287
2.35500,10.30876,0.30397,10.31033,-0.69163,-0.05415
2.36000,10.30537,0.31092,10.30694,-0.68756,-0.04571
2.36500,10.30200,0.31756,10.30357,-0.68342,-0.03751
2.37000,10.29865,0.32390,10.30021,-0.67921,-0.02957
2.37500,10.29532,0.32994,10.29687,-0.67494,-0.02187
2.38000,10.29201,0.33569,10.29356,-0.67061,-0.01440
2.38500,10.28872,0.34116,10.29026,-0.66622,-0.00716
2.39000,10.28545,0.34635,10.28699,-0.66178,-0.00014
2.39500,10.28220,0.35127,10.28373,-0.65728,0.00667
2.40000,10.27897,0.35593,10.28050,-0.65274,0.01326
2.40500,10.27576,0.36032,10.27729,-0.64815,0.01965
2.41000,10.27258,0.36447,10.27410,-0.64351,0.02584
2.41500,10.26942,0.36837,10.27093,-0.63884,0.03183
2.42000,10.26628,0.37202,10.26778,-0.63413,0.03763
2.42500,10.26316,0.37545,10.26466,-0.62938,0.04325
2.43000,10.26007,0.37865,10.26155,-0.62460,0.04869
2.43500,10.25699,0.38162,10.25847,-0.61979,0.05395
2.44000,10.25395,0.38439,10.25542,-0.61495,0.05903
2.44500,10.25092,0.38694,10.25238,-0.61009,0.06395
2.45000,10.24792,0.38929,10.24937,-0.60520,0.06870
2.45500,10.24494,0.39145,10.24639,-0.60029,0.07329
2.46000,10.24199,0.39342,10.24342,-0.59536,0.07772
2.46500,10.23905,0.39520,10.24048,-0.59042,0.08199
2.47000,10.23615,0.39681,10.23757,-0.58546,0.08611
2.47500,10.23326,0.39824,10.23468,-0.58049,0.09009
2.48000,10.23040,0.39951,10.23181,-0.57551,0.09392
2.48500,10.22757,0.40062,10.22896,-0.57052,0.09761
2.49000,10.22476,0.40157,10.22614,-0.56552,0.10116
2.49500,10.22197,0.40236,10.22335,-0.56052,0.10457
2.50000,10.21921,0.40302,10.22057,-0.55551,0.10785
2.50500,10.21647,0.40353,10.21783,-0.55050,0.11100
2.51000,10.21375,0.40390,10.21510,-0.54549,0.11402
2.51500,10.21106,0.40415,10.21240,-0.54048,0.11692
2.52000,10.20840,0.40426,10.20973,-0.53548,0.11970
2.52500,10.20576,0.40426,10.20707,-0.53047,0.12235
2.53000,10.20314,0.40413,10.20445,-0.52548,0.12489
2.53500,10.20055,0.40389,10.20184,-0.52049,0.12732
2.54000,10.19798,0.40354,10.19926,-0.51551,0.12964
2.54500,10.19543,0.40309,10.19671,-0.51053,0.13185
2.55000,10.19291,0.40253,10.19418,-0.50557,0.13395
2.55500,10.19041,0.40187,10.19167,-0.50062,0.13595
2.56000,10.18794,0.40112,10.18919,-0.49568,0.13784
2.56500,10.18549,0.40028,10.18673,-0.49075,0.13964
2.57000,10.18307,0.39935,10.18430,-0.48584,0.14135
2.57500,10.18067,0.39833,10.18188,-0.48095,0.14296
2.58000,10.17829,0.39723,10.17950,-0.47607,0.14448
2.58500,10.17594,0.39605,10.17713,-0.47121,0.14591
2.59000,10.17361,0.39480,10.17479,-0.46636,0.14725
2.59500,10.17130,0.39347,10.17248,-0.46154,0.14851
2.60000,10.16902,0.39207,10.17019,-0.45673,0.14968
2.60500,10.16676,0.39061,10.16792,-0.45195,0.15078
2.61000,10.16453,0.38908,10.16567,-0.44719,0.15180
2.61500,10.16231,0.38748,10.16345,-0.44245,0.15274
2.62000,10.16012,0.38583,10.16125,-0.43773,0.15361
2.62500,10.15796,0.38412,10.15907,-0.43303,0.15441
2.63000,10.15582,0.38235,10.15692,-0.42836,0.15514
2.63500,10.15369,0.38053,10.15479,-0.42372,0.15580
2.64000,10.15160,0.37866,10.15268,-0.41910,0.15639
2.64500,10.14952,0.37675,10.15060,-0.41450,0.15692
2.65000,10.14747,0.37478,10.14853,-0.40993,0.15739
2.65500,10.14544,0.37277,10.14649,-0.40539,0.15779
2.66000,10.14343,0.37072,10.14447,-0.40087,0.15814
2.66500,10.14145,0.36862,10.14248,-0.39638,0.15844
2.67000,10.13948,0.36649,10.14050,-0.39192,0.15867
2.67500,10.13754,0.36432,10.13855,-0.38749,0.15886
2.68000,10.13562,0.36212,10.13662,-0.38309,0.15899
2.68500,10.13372,0.35988,10.13471,-0.37871,0.15907
2.69000,10.13184,0.35761,10.13283,-0.37437,0.15911
2.69500,10.12999,0.35531,10.13096,-0.37005,0.15909
2.70000,10.12815,0.35298,10.12912,-0.36577,0.15904
2.70500,10.12634,0.35062,10.12729,-0.36151,0.15893
2.71000,10.12455,0.34824,10.12549,-0.35729,0.15879
2.71500,10.12278,0.34583,10.12371,-0.35309,0.15860
2.72000,10.12102,0.34340,10.12195,-0.34893,0.15838
2.72500,10.11929,0.34095,10.12021,-0.34480,0.15811
2.73000,10.11758,0.33848,10.11849,-0.34070,0.15781
2.73500,10.11589,0.33599,10.11679,-0.33663,0.15747
2.74000,10.11422,0.33348,10.11511,-0.33259,0.15710
2.74500,10.11257,0.33096,10.11345,-0.32858,0.15670
2.75000,10.11094,0.32842,10.11181,-0.32461,0.15626
2.75500,10.10933,0.32587,10.11018,-0.32067,0.15579
2.76000,10.10774,0.32330,10.10858,-0.31676,0.15529
2.76500,10.10617,0.32073,10.10700,-0.31288,0.15476
2.77000,10.10461,0.31814,10.10544,-0.30904,0.15421
2.77500,10.10308,0.31554,10.10389,-0.30523,0.15363
2.78000,10.10156,0.31293,10.10237,-0.30145,0.15302
2.78500,10.10006,0.31032,10.10086,-0.29770,0.15239
2.79000,10.09859,0.30770,10.09938,-0.29399,0.15173
2.79500,10.09712,0.30507,10.09791,-0.29030,0.15105
2.80000,10.09568,0.30244,10.09645,-0.28666,0.15035
2.80500,10.09426,0.29981,10.09502,-0.28304,0.14963
2.81000,10.09285,0.29717,10.09361,-0.27946,0.14889
2.81500,10.09146,0.29453,10.09221,-0.27591,0.14813
2.82000,10.09009,0.29189,10.09083,-0.27239,0.14735
2.82500,10.08874,0.28925,10.08947,-0.26890,0.14655
2.83000,10.08740,0.28661,10.08812,-0.26545,0.14574
2.83500,10.08608,0.28397,10.08679,-0.26203,0.14491
2.84000,10.08478,0.28133,10.08548,-0.25864,0.14406
2.84500,10.08349,0.27870,10.08419,-0.25529,0.14320
2.85000,10.08222,0.27606,10.08291,-0.25197,0.14233
2.85500,10.08097,0.27344,10.08165,-0.24868,0.14144
2.86000,10.07973,0.27081,10.08040,-0.24542,0.14054
2.86500,10.07851,0.26819,10.07917,-0.24219,0.13963
2.87000,10.07731,0.26558,10.07796,-0.23900,0.13871
2.87500,10.07612,0.26297,10.07676,-0.23584,0.13778
2.88000,10.07494,0.26037,10.07558,-0.23271,0.13683
2.88500,10.07379,0.25778,10.07442,-0.22961,0.13588
2.89000,10.07264,0.25519,10.07327,-0.22655,0.13492
2.89500,10.07152,0.25261,10.07213,-0.22351,0.13395
2.90000,10.07040,0.25004,10.07101,-0.22051,0.13297
2.90500,10.06931,0.24749,10.06990,-0.21754,0.13199
2.91000,10.06822,0.24494,10.06881,-0.21460,0.13100
2.91500,10.06715,0.24240,10.06774,-0.21169,0.13000
2.92000,10.06610,0.23987,10.06668,-0.20881,0.12899
2.92500,10.06506,0.23735,10.06563,-0.20597,0.12799
2.93000,10.06403,0.23484,10.06460,-0.20315,0.12697
2.93500,10.06302,0.23235,10.06358,-0.20036,0.12595
2.94000,10.06203,0.22986,10.06257,-0.19761,0.12493
2.94500,10.06104,0.22739,10.06158,-0.19488,0.12391
2.95000,10.06007,0.22493,10.06060,-0.19219,0.12288
2.95500,10.05911,0.22249,10.05964,-0.18952,0.12184
2.96000,10.05817,0.22006,10.05869,-0.18689,0.12081
2.96500,10.05724,0.21764,10.05775,-0.18428,0.11977
2.97000,10.05632,0.21523,10.05682,-0.18170,0.11874
2.97500,10.05541,0.21284,10.05591,-0.17915,0.11770
2.98000,10.05452,0.21046,10.05501,-0.17663,0.11666
2.98500,10.05364,0.20810,10.05413,-0.17414,0.11562
2.99000,10.05277,0.20576,10.05325,-0.17168,0.11457
2.99500,10.05192,0.20342,10.05239,-0.16925,0.11353
3.00000,10.05107,0.20111,10.05154,-0.16684,0.11249
3.00500,10.05024,0.19880,10.05070,-0.16446,0.11145
3.01000,10.04942,0.19652,10.04987,-0.16211,0.11041
3.01500,10.04861,0.19425,10.04906,-0.15979,0.10937
3.02000,10.04781,0.19199,10.04826,-0.15749,0.10834
3.02500,10.04703,0.18975,10.04747,-0.15523,0.10730
3.03000,10.04625,0.18753,10.04669,-0.15299,0.10627
3.03500,10.04549,0.18533,10.04592,-0.15077,0.10524
3.04000,10.04474,0.18314,10.04516,-0.14858,0.10421
3.04500,10.04400,0.18096,10.04441,-0.14642,0.10318
3.05000,10.04327,0.17880,10.04367,-0.14429,0.10216
3.05500,10.04255,0.17666,10.04295,-0.14218,0.10114
3.06000,10.04184,0.17454,10.04223,-0.14009,0.10012
3.06500,10.04114,0.17243,10.04153,-0.13803,0.09911
3.07000,10.04045,0.17035,10.04083,-0.13600,0.09809
3.07500,10.03977,0.16827,10.04015,-0.13399,0.09709
3.08000,10.03910,0.16622,10.03948,-0.13201,0.09608
3.08500,10.03844,0.16418,10.03881,-0.13005,0.09509
3.09000,10.03779,0.16216,10.03816,-0.12812,0.09409
3.09500,10.03715,0.16015,10.03751,-0.12620,0.09310
3.10000,10.03652,0.15817,10.03688,-0.12432,0.09211
3.10500,10.03590,0.15620,10.03625,-0.12246,0.09113
3.11000,10.03529,0.15424,10.03564,-0.12062,0.09016
3.11500,10.03469,0.15231,10.03503,-0.11880,0.08919
3.12000,10.03410,0.15039,10.03443,-0.11701,0.08822
3.12500,10.03351,0.14849,10.03384,-0.11524,0.08726
3.13000,10.03294,0.14661,10.03326,-0.11349,0.08630
3.13500,10.03237,0.14474,10.03269,-0.11177,0.08535
3.14000,10.03181,0.14289,10.03213,-0.11007,0.08441
3.14500,10.03126,0.14106,10.03157,-0.10839,0.08347
3.15000,10.03072,0.13925,10.03102,-0.10673,0.08253
3.15500,10.03018,0.13745,10.03049,-0.10509,0.08160
3.16000,10.02966,0.13567,10.02996,-0.10348,0.08068
3.16500,10.02914,0.13391,10.02944,-0.10188,0.07976
3.17000,10.02863,0.13216,10.02892,-0.10031,0.07885
3.17500,10.02813,0.13043,10.02842,-0.09876,0.07795
3.18000,10.02764,0.12872,10.02792,-0.09722,0.07705
3.18500,10.02715,0.12703,10.02743,-0.09571,0.07616
3.19000,10.02667,0.12535,10.02695,-0.09422,0.07527
3.19500,10.02620,0.12369,10.02647,-0.09275,0.07439
3.20000,10.02574,0.12205,10.02600,-0.09130,0.07352
3.20500,10.02528,0.12042,10.02554,-0.08987,0.07265
3.21000,10.02483,0.11881,10.02509,-0.08845,0.07179
3.21500,10.02439,0.11722,10.02464,-0.08706,0.07094
3.22000,10.02395,0.11564,10.02420,-0.08569,0.07009
3.22500,10.02353,0.11408,10.02377,-0.08433,0.06925
3.23000,10.02310,0.11254,10.02334,-0.08299,0.06842
3.23500,10.02269,0.11101,10.02293,-0.08167,0.06759
3.24000,10.02228,0.10950,10.02251,-0.08037,0.06677
3.24500,10.02188,0.10800,10.02211,-0.07909,0.06596
3.25000,10.02148,0.10652,10.02171,-0.07782,0.06515
3.25500,10.02109,0.10506,10.02132,-0.07658,0.06435
3.26000,10.02071,0.10361,10.02093,-0.07535,0.06356
3.26500,10.02033,0.10218,10.02055,-0.07413,0.06277
3.27000,10.01996,0.10077,10.02017,-0.07294,0.06199
3.27500,10.01959,0.09937,10.01980,-0.07176,0.06122
3.28000,10.01924,0.09798,10.01944,-0.07059,0.06045
3.28500,10.01888,0.09661,10.01909,-0.06945,0.05969
3.29000,10.01853,0.09526,10.01873,-0.06832,0.05894
3.29500,10.01819,0.09392,10.01839,-0.06720,0.05819
3.30000,10.01786,0.09260,10.01805,-0.06610,0.05745
3.30500,10.01752,0.09129,10.01772,-0.06502,0.05672
3.31000,10.01720,0.09000,10.01739,-0.06395,0.05600
3.31500,10.01688,0.08872,10.01706,-0.06290,0.05528
3.32000,10.01656,0.08746,10.01675,-0.06186,0.05456
3.32500,10.01625,0.08621,10.01643,-0.06084,0.05386
3.33000,10.01595,0.08498,10.01613,-0.05984,0.05316
3.33500,10.01565,0.08376,10.01582,-0.05884,0.05247
3.34000,10.01535,0.08255,10.01552,-0.05786,0.05178
3.34500,10.01506,0.08136,10.01523,-0.05690,0.05111
3.35000,10.01478,0.08019,10.01494,-0.05595,0.05043
3.35500,10.01450,0.07903,10.01466,-0.05501,0.04977
3.36000,10.01422,0.07788,10.01438,-0.05409,0.04911
3.36500,10.01395,0.07674,10.01411,-0.05318,0.04846
3.37000,10.01368,0.07562,10.01384,-0.05229,0.04782
3.37500,10.01342,0.07452,10.01358,-0.05140,0.04718
3.38000,10.01316,0.07342,10.01331,-0.05053,0.04655
3.38500,10.01291,0.07234,10.01306,-0.04968,0.04592
3.39000,10.01266,0.07128,10.01281,-0.04883,0.04530
3.39500,10.01242,0.07022,10.01256,-0.04800,0.04469
3.40000,10.01218,0.06918,10.01232,-0.04718,0.04408
3.40500,10.01194,0.06815,10.01208,-0.04638,0.04349
3.41000,10.01171,0.06714,10.01184,-0.04558,0.04289
3.41500,10.01148,0.06614,10.01161,-0.04480,0.04231
3.42000,10.01125,0.06515,10.01139,-0.04403,0.04173
3.42500,10.01103,0.06417,10.01116,-0.04327,0.04115
3.43000,10.01082,0.06320,10.01094,-0.04252,0.04059
3.43500,10.01060,0.06225,10.01073,-0.04179,0.04002
3.44000,10.01039,0.06131,10.01052,-0.04106,0.03947
3.44500,10.01019,0.06038,10.01031,-0.04035,0.03892
3.45000,10.00998,0.05947,10.01010,-0.03964,0.03838
3.45500,10.00978,0.05856,10.00990,-0.03895,0.03784
3.46000,10.00959,0.05767,10.00970,-0.03827,0.03731
3.46500,10.00940,0.05679,10.00951,-0.03760,0.03679
3.47000,10.00921,0.05592,10.00932,-0.03694,0.03627
3.47500,10.00902,0.05506,10.00913,-0.03629,0.03575
3.48000,10.00884,0.05421,10.00895,-0.03565,0.03525
3.48500,10.00866,0.05338,10.00877,-0.03502,0.03475
3.49000,10.00849,0.05255,10.00859,-0.03439,0.03425
3.49500,10.00831,0.05174,10.00841,-0.03378,0.03376
3.50000,10.00814,0.05093,10.00824,-0.03318,0.03328
3.50500,10.00798,0.05014,10.00808,-0.03259,0.03280
3.51000,10.00781,0.04936,10.00791,-0.03201,0.03233
3.51500,10.00765,0.04859,10.00775,-0.03143,0.03186
3.52000,10.00749,0.04783,10.00759,-0.03087,0.03140
3.52500,10.00734,0.04708,10.00743,-0.03031,0.03094
3.53000,10.00719,0.04634,10.00728,-0.02977,0.03049
3.53500,10.00704,0.04560,10.00713,-0.02923,0.03005
3.54000,10.00689,0.04488,10.00698,-0.02870,0.02961
3.54500,10.00675,0.04417,10.00683,-0.02818,0.02918
3.55000,10.00660,0.04347,10.00669,-0.02766,0.02875
3.55500,10.00646,0.04278,10.00655,-0.02716,0.02832
3.56000,10.00633,0.04210,10.00641,-0.02666,0.02791
3.56500,10.00619,0.04142,10.00627,-0.02617,0.02749
3.57000,10.00606,0.04076,10.00614,-0.02569,0.02709
3.57500,10.00593,0.04011,10.00601,-0.02522,0.02668
3.58000,10.00581,0.03946,10.00588,-0.02476,0.02629
3.58500,10.00568,0.03883,10.00576,-0.02430,0.02589
3.59000,10.00556,0.03820,10.00563,-0.02385,0.02550
3.59500,10.00544,0.03758,10.00551,-0.02341,0.02512
3.60000,10.00532,0.03697,10.00539,-0.02297,0.02474
3.60500,10.00521,0.03637,10.00528,-0.02254,0.02437
3.61000,10.00509,0.03578,10.00516,-0.02212,0.02400
3.61500,10.00498,0.03519,10.00505,-0.02170,0.02364
3.62000,10.00487,0.03462,10.00494,-0.02130,0.02328
3.62500,10.00476,0.03405,10.00483,-0.02090,0.02292
3.63000,10.00466,0.03349,10.00472,-0.02050,0.02257
3.63500,10.00456,0.03294,10.00462,-0.02011,0.02223
3.64000,10.00445,0.03239,10.00452,-0.01973,0.02189
3.64500,10.00436,0.03186,10.00442,-0.01936,0.02155
3.65000,10.00426,0.03133,10.00432,-0.01899,0.02122
3.65500,10.00416,0.03081,10.00422,-0.01863,0.02089
3.66000,10.00407,0.03030,10.00413,-0.01827,0.02057
3.66500,10.00398,0.02979,10.00403,-0.01792,0.02025
3.67000,10.00389,0.02929,10.00394,-0.01757,0.01994
3.67500,10.00380,0.02880,10.00385,-0.01724,0.01963
3.68000,10.00371,0.02832,10.00376,-0.01690,0.01932
3.68500,10.00363,0.02784,10.00368,-0.01657,0.01902
3.69000,10.00354,0.02737,10.00359,-0.01625,0.01872
3.69500,10.00346,0.02691,10.00351,-0.01594,0.01842
3.70000,10.00338,0.02646,10.00343,-0.01563,0.01813
3.70500,10.00330,0.02601,10.00335,-0.01532,0.01785
3.71000,10.00322,0.02556,10.00327,-0.01502,0.01757
3.71500,10.00315,0.02513,10.00319,-0.01472,0.01729
3.72000,10.00307,0.02470,10.00312,-0.01443,0.01701
3.72500,10.00300,0.02428,10.00305,-0.01415,0.01674
3.73000,10.00293,0.02386,10.00297,-0.01387,0.01647
3.73500,10.00286,0.02345,10.00290,-0.01359,0.01621
3.74000,10.00279,0.02305,10.00283,-0.01332,0.01595
3.74500,10.00272,0.02265,10.00276,-0.01306,0.01569
3.75000,10.00266,0.02226,10.00270,-0.01279,0.01544
3.75500,10.00259,0.02187,10.00263,-0.01254,0.01519
3.76000,10.00253,0.02149,10.00257,-0.01228,0.01495
3.76500,10.00247,0.02112,10.00251,-0.01204,0.01470
3.77000,10.00241,0.02075,10.00244,-0.01179,0.01447
3.77500,10.00235,0.02039,10.00238,-0.01155,0.01423
3.78000,10.00229,0.02003,10.00232,-0.01132,0.01400
3.78500,10.00223,0.01968,10.00227,-0.01109,0.01377
3.79000,10.00218,0.01933,10.00221,-0.01086,0.01354
3.79500,10.00212,0.01899,10.00215,-0.01064,0.01332
3.80000,10.00207,0.01865,10.00210,-0.01042,0.01310
3.80500,10.00201,0.01832,10.00205,-0.01020,0.01289
3.81000,10.00196,0.01800,10.00199,-0.00999,0.01267
3.81500,10.00191,0.01768,10.00194,-0.00979,0.01246
3.82000,10.00186,0.01736,10.00189,-0.00958,0.01226
3.82500,10.00181,0.01705,10.00184,-0.00938,0.01205
3.83000,10.00177,0.01675,10.00180,-0.00919,0.01185
3.83500,10.00172,0.01645,10.00175,-0.00899,0.01165
3.84000,10.00167,0.01615,10.00170,-0.00880,0.01146
3.84500,10.00163,0.01586,10.00166,-0.00862,0.01127
3.85000,10.00159,0.01557,10.00161,-0.00844,0.01108
3.85500,10.00154,0.01529,10.00157,-0.00826,0.01089
3.86000,10.00150,0.01502,10.00153,-0.00808,0.01071
3.86500,10.00146,0.01474,10.00149,-0.00791,0.01053
3.87000,10.00142,0.01447,10.00145,-0.00774,0.01035
3.87500,10.00138,0.01421,10.00141,-0.00757,0.01017
3.88000,10.00134,0.01395,10.00137,-0.00741,0.01000
3.88500,10.00131,0.01369,10.00133,-0.00725,0.00983
3.89000,10.00127,0.01344,10.00129,-0.00709,0.00966
3.89500,10.00123,0.01319,10.00126,-0.00694,0.00950
3.90000,10.00120,0.01295,10.00122,-0.00679,0.00933
3.90500,10.00116,0.01271,10.00119,-0.00664,0.00917
3.91000,10.00113,0.01247,10.00115,-0.00649,0.00901
3.91500,10.00110,0.01224,10.00112,-0.00635,0.00886
3.92000,10.00107,0.01201,10.00109,-0.00621,0.00870
3.92500,10.00103,0.01179,10.00105,-0.00607,0.00855
3.93000,10.00100,0.01157,10.00102,-0.00593,0.00840
3.93500,10.00097,0.01135,10.00099,-0.00580,0.00826
3.94000,10.00094,0.01114,10.00096,-0.00567,0.00811
3.94500,10.00091,0.01093,10.00093,-0.00554,0.00797
3.95000,10.00089,0.01072,10.00090,-0.00542,0.00783
3.95500,10.00086,0.01052,10.00088,-0.00530,0.00769
3.96000,10.00083,0.01032,10.00085,-0.00517,0.00756
3.96500,10.00081,0.01012,10.00082,-0.00506,0.00743
3.97000,10.00078,0.00993,10.00080,-0.00494,0.00729
3.97500,10.00076,0.00974,10.00077,-0.00483,0.00717
3.98000,10.00073,0.00955,10.00075,-0.00472,0.00704
3.98500,10.00071,0.00937,10.00072,-0.00461,0.00691
3.99000,10.00068,0.00919,10.00070,-0.00450,0.00679
3.99500,10.00066,0.00901,10.00068,-0.00439,0.00667
4.00000,10.00064,0.00884,10.00065,-0.00429,0.00655
4.00500,10.00062,0.00867,10.00063,-0.00419,0.00643
4.01000,10.00059,0.00850,10.00061,-0.00409,0.00632
4.01500,10.00057,0.00833,10.00059,-0.00399,0.00620
4.02000,10.00055,0.00817,10.00057,-0.00390,0.00609
4.02500,10.00053,0.00801,10.00055,-0.00380,0.00598
4.03000,10.00051,0.00785,10.00053,-0.00371,0.00587
4.03500,10.00050,0.00770,10.00051,-0.00362,0.00576
4.04000,10.00048,0.00755,10.00049,-0.00354,0.00566
4.04500,10.00046,0.00740,10.00047,-0.00345,0.00555
4.05000,10.00044,0.00725,10.00045,-0.00336,0.00545
4.05500,10.00042,0.00711,10.00044,-0.00328,0.00535
4.06000,10.00041,0.00696,10.00042,-0.00320,0.00525
4.06500,10.00039,0.00682,10.00040,-0.00312,0.00516
4.07000,10.00038,0.00669,10.00039,-0.00304,0.00506
4.07500,10.00036,0.00655,10.00037,-0.00297,0.00497
4.08000,10.00034,0.00642,10.00035,-0.00289,0.00488
4.08500,10.00033,0.00629,10.00034,-0.00282,0.00479
4.09000,10.00032,0.00616,10.00033,-0.00275,0.00470
4.09500,10.00030,0.00604,10.00031,-0.00268,0.00461
4.10000,10.00029,0.00592,10.00030,-0.00261,0.00452
4.10500,10.00027,0.00579,10.00028,-0.00254,0.00444
4.11000,10.00026,0.00568,10.00027,-0.00248,0.00435
4.11500,10.00025,0.00556,10.00026,-0.00241,0.00427
4.12000,10.00024,0.00545,10.00025,-0.00235,0.00419
4.12500,10.00022,0.00533,10.00023,-0.00229,0.00411
4.13000,10.00021,0.00522,10.00022,-0.00222,0.00403
4.13500,10.00020,0.00511,10.00021,-0.00217,0.00396
4.14000,10.00019,0.00501,10.00020,-0.00211,0.00388
4.14500,10.00018,0.00490,10.00019,-0.00205,0.00381
4.15000,10.00017,0.00480,10.00018,-0.00199,0.00373
4.15500,10.00016,0.00470,10.00017,-0.00194,0.00366
4.16000,10.00015,0.00460,10.00016,-0.00189,0.00359
4.16500,10.00014,0.00450,10.00015,-0.00183,0.00352
4.17000,10.00013,0.00441,10.00014,-0.00178,0.00345
4.17500,10.00012,0.00431,10.00013,-0.00173,0.00339
4.18000,10.00011,0.00422,10.00012,-0.00168,0.00332
4.18500,10.00010,0.00413,10.00011,-0.00164,0.00326
4.19000,10.00009,0.00404,10.00010,-0.00159,0.00319
4.19500,10.00009,0.00396,10.00009,-0.00154,0.00313
4.20000,10.00008,0.00387,10.00008,-0.00150,0.00307
4.20500,10.00007,0.00379,10.00008,-0.00145,0.00301
4.21000,10.00006,0.00370,10.00007,-0.00141,0.00295
4.21500,10.00006,0.00362,10.00006,-0.00137,0.00289
4.22000,10.00005,0.00354,10.00005,-0.00133,0.00283
4.22500,10.00004,0.00347,10.00005,-0.00129,0.00278
4.23000,10.00004,0.00339,10.00004,-0.00125,0.00272
4.23500,10.00003,0.00331,10.00003,-0.00121,0.00267
4.24000,10.00002,0.00324,10.00003,-0.00117,0.00261
4.24500,10.00002,0.00317,10.00002,-0.00114,0.00256
4.25000,10.00001,0.00310,10.00002,-0.00110,0.00251
4.25500,10.00001,0.00303,10.00001,-0.00107,0.00246
4.26000,10.00000,0.00296,10.00000,-0.00103,0.00241
4.26500,9.99999,0.00289,10.00000,-0.00100,0.00236
4.27000,9.99999,0.00283,9.99999,-0.00097,0.00231
4.27500,9.99998,0.00276,9.99999,-0.00093,0.00226
4.28000,9.99998,0.00270,9.99998,-0.00090,0.00222
4.28500,9.99997,0.00264,9.99998,-0.00087,0.00217
4.29000,9.99997,0.00258,9.99997,-0.00084,0.00213
4.29500,9.99997,0.00252,9.99997,-0.00081,0.00208
4.30000,9.99996,0.00246,9.99996,-0.00079,0.00204
4.30500,9.99996,0.00240,9.99996,-0.00076,0.00200
4.31000,9.99995,0.00235,9.99996,-0.00073,0.00196
4.31500,9.99995,0.00229,9.99995,-0.00070,0.00191
4.32000,9.99995,0.00224,9.99995,-0.00068,0.00187
4.32500,9.99994,0.00219,9.99995,-0.00065,0.00183
4.33000,9.99994,0.00213,9.99994,-0.00063,0.00180
4.33500,9.99994,0.00208,9.99994,-0.00060,0.00176
4.34000,9.99993,0.00203,9.99994,-0.00058,0.00172
4.34500,9.99993,0.00198,9.99993,-0.00056,0.00168
4.35000,9.99993,0.00194,9.99993,-0.00054,0.00165
4.35500,9.99992,0.00189,9.99993,-0.00051,0.00161
4.36000,9.99992,0.00184,9.99992,-0.00049,0.00158
4.36500,9.99992,0.00180,9.99992,-0.00047,0.00154
4.37000,9.99992,0.00175,9.99992,-0.00045,0.00151
4.37500,9.99991,0.00171,9.99992,-0.00043,0.00148
4.38000,9.99991,0.00167,9.99991,-0.00041,0.00145
4.38500,9.99991,0.00163,9.99991,-0.00040,0.00141
4.39000,9.99991,0.00159,9.99991,-0.00038,0.00138
4.39500,9.99990,0.00155,9.99991,-0.00036,0.00135
4.40000,9.99990,0.00151,9.99990,-0.00034,0.00132
4.40500,9.99990,0.00147,9.99990,-0.00033,0.00129
4.41000,9.99990,0.00143,9.99990,-0.00031,0.00126
4.41500,9.99990,0.00140,9.99990,-0.00029,0.00124
4.42000,9.99990,0.00136,9.99990,-0.00028,0.00121
4.42500,9.99989,0.00132,9.99990,-0.00026,0.00118
4.43000,9.99989,0.00129,9.99989,-0.00025,0.00116
4.43500,9.99989,0.00126,9.99989,-0.00023,0.00113
4.44000,9.99989,0.00122,9.99989,-0.00022,0.00110
4.44500,9.99989,0.00119,9.99989,-0.00021,0.00108
4.45000,9.99989,0.00116,9.99989,-0.00019,0.00105
4.45500,9.99989,0.00113,9.99989,-0.00018,0.00103
4.46000,9.99989,0.00110,9.99989,-0.00017,0.00101
