t,x,u,z1_hat,z2_hat,z3_hat
4.46500,9.99989,0.00107,9.99989,-0.00016,0.00098
4.47000,9.99988,0.00104,9.99989,-0.00014,0.00096
4.47500,9.99988,0.00101,9.99988,-0.00013,0.00094
4.48000,9.99988,0.00098,9.99988,-0.00012,0.00092
4.48500,9.99988,0.00096,9.99988,-0.00011,0.00089
4.49000,9.99988,0.00093,9.99988,-0.00010,0.00087
4.49500,9.99988,0.00090,9.99988,-0.00009,0.00085
4.50000,9.99988,0.00088,9.99988,-0.00008,0.00083
4.50500,9.99988,0.00085,9.99988,-0.00007,0.00081
4.51000,9.99988,0.00083,9.99988,-0.00006,0.00079
4.51500,9.99988,0.00080,9.99988,-0.00005,0.00077
4.52000,9.99988,0.00078,9.99988,-0.00004,0.00076
4.52500,9.99988,0.00076,9.99988,-0.00003,0.00074
4.53000,9.99988,0.00073,9.99988,-0.00003,0.00072
4.53500,9.99988,0.00071,9.99988,-0.00002,0.00070
4.54000,9.99988,0.00069,9.99988,-0.00001,0.00068
4.54500,9.99988,0.00067,9.99988,-0.00000,0.00067
4.55000,9.99988,0.00065,9.99988,0.00001,0.00065
4.55500,9.99988,0.00063,9.99988,0.00001,0.00063
4.56000,9.99988,0.00061,9.99988,0.00002,0.00062
4.56500,9.99988,0.00059,9.99988,0.00003,0.00060
4.57000,9.99988,0.00057,9.99988,0.00003,0.00059
4.57500,9.99988,0.00055,9.99988,0.00004,0.00057
4.58000,9.99988,0.00054,9.99988,0.00004,0.00056
4.58500,9.99988,0.00052,9.99988,0.00005,0.00054
4.59000,9.99988,0.00050,9.99988,0.00006,0.00053
4.59500,9.99988,0.00049,9.99988,0.00006,0.00052
4.60000,9.99988,0.00047,9.99988,0.00007,0.00050
4.60500,9.99988,0.00045,9.99988,0.00007,0.00049
4.61000,9.99988,0.00044,9.99988,0.00008,0.00048
4.61500,9.99988,0.00042,9.99988,0.00008,0.00046
4.62000,9.99988,0.00041,9.99988,0.00009,0.00045
4.62500,9.99988,0.00039,9.99988,0.00009,0.00044
4.63000,9.99988,0.00038,9.99988,0.00009,0.00043
4.63500,9.99988,0.00037,9.99988,0.00010,0.00042
4.64000,9.99988,0.00035,9.99988,0.00010,0.00040
4.64500,9.99988,0.00034,9.99988,0.00011,0.00039
4.65000,9.99988,0.00033,9.99988,0.00011,0.00038
4.65500,9.99988,0.00031,9.99988,0.00011,0.00037
4.66000,9.99988,0.00030,9.99988,0.00012,0.00036
4.66500,9.99988,0.00029,9.99988,0.00012,0.00035
4.67000,9.99988,0.00028,9.99988,0.00012,0.00034
4.67500,9.99988,0.00027,9.99988,0.00012,0.00033
4.68000,9.99989,0.00026,9.99989,0.00013,0.00032
4.68500,9.99989,0.00024,9.99989,0.00013,0.00031
4.69000,9.99989,0.00023,9.99989,0.00013,0.00030
4.69500,9.99989,0.00022,9.99989,0.00014,0.00029
4.70000,9.99989,0.00021,9.99989,0.00014,0.00029
4.70500,9.99989,0.00020,9.99989,0.00014,0.00028
4.71000,9.99989,0.00019,9.99989,0.00014,0.00027
4.71500,9.99989,0.00019,9.99989,0.00014,0.00026
4.72000,9.99989,0.00018,9.99989,0.00015,0.00025
4.72500,9.99989,0.00017,9.99989,0.00015,0.00024
4.73000,9.99989,0.00016,9.99989,0.00015,0.00024
4.73500,9.99989,0.00015,9.99989,0.00015,0.00023
4.74000,9.99989,0.00014,9.99989,0.00015,0.00022
4.74500,9.99989,0.00013,9.99989,0.00015,0.00022
4.75000,9.99989,0.00013,9.99989,0.00015,0.00021
4.75500,9.99990,0.00012,9.99990,0.00016,0.00020
4.76000,9.99990,0.00011,9.99990,0.00016,0.00019
4.76500,9.99990,0.00011,9.99990,0.00016,0.00019
4.77000,9.99990,0.00010,9.99990,0.00016,0.00018
4.77500,9.99990,0.00009,9.99990,0.00016,0.00018
4.78000,9.99990,0.00009,9.99990,0.00016,0.00017
4.78500,9.99990,0.00008,9.99990,0.00016,0.00016
4.79000,9.99990,0.00007,9.99990,0.00016,0.00016
4.79500,9.99990,0.00007,9.99990,0.00016,0.00015
4.80000,9.99990,0.00006,9.99990,0.00016,0.00015
4.80500,9.99990,0.00006,9.99990,0.00016,0.00014
4.81000,9.99990,0.00005,9.99990,0.00016,0.00014
4.81500,9.99990,0.00004,9.99990,0.00016,0.00013
4.82000,9.99991,0.00004,9.99991,0.00016,0.00013
4.82500,9.99991,0.00003,9.99991,0.00017,0.00012
4.83000,9.99991,0.00003,9.99991,0.00017,0.00012
4.83500,9.99991,0.00002,9.99991,0.00017,0.00011
4.84000,9.99991,0.00002,9.99991,0.00017,0.00011
4.84500,9.99991,0.00002,9.99991,0.00017,0.00010
4.85000,9.99991,0.00001,9.99991,0.00017,0.00010
4.85500,9.99991,0.00001,9.99991,0.00017,0.00009
4.86000,9.99991,0.00000,9.99991,0.00017,0.00009
4.86500,9.99991,-0.00000,9.99991,0.00017,0.00009
4.87000,9.99991,-0.00000,9.99991,0.00017,0.00008
4.87500,9.99991,-0.00001,9.99991,0.00016,0.00008
4.88000,9.99992,-0.00001,9.99991,0.00016,0.00008
4.88500,9.99992,-0.00002,9.99992,0.00016,0.00007
4.89000,9.99992,-0.00002,9.99992,0.00016,0.00007
4.89500,9.99992,-0.00002,9.99992,0.00016,0.00006
4.90000,9.99992,-0.00002,9.99992,0.00016,0.00006
4.90500,9.99992,-0.00003,9.99992,0.00016,0.00006
4.91000,9.99992,-0.00003,9.99992,0.00016,0.00005
4.91500,9.99992,-0.00003,9.99992,0.00016,0.00005
4.92000,9.99992,-0.00004,9.99992,0.00016,0.00005
4.92500,9.99992,-0.00004,9.99992,0.00016,0.00005
4.93000,9.99992,-0.00004,9.99992,0.00016,0.00004
4.93500,9.99992,-0.00004,9.99992,0.00016,0.00004
4.94000,9.99992,-0.00005,9.99992,0.00016,0.00004
4.94500,9.99993,-0.00005,9.99993,0.00016,0.00004
4.95000,9.99993,-0.00005,9.99993,0.00016,0.00003
4.95500,9.99993,-0.00005,9.99993,0.00016,0.00003
4.96000,9.99993,-0.00005,9.99993,0.00016,0.00003
4.96500,9.99993,-0.00006,9.99993,0.00016,0.00003
4.97000,9.99993,-0.00006,9.99993,0.00015,0.00002
4.97500,9.99993,-0.00006,9.99993,0.00015,0.00002
4.98000,9.99993,-0.00006,9.99993,0.00015,0.00002
4.98500,9.99993,-0.00006,9.99993,0.00015,0.00002
4.99000,9.99993,-0.00007,9.99993,0.00015,0.00001
4.99500,9.99993,-0.00007,9.99993,0.00015,0.00001
5.00000,9.99993,-0.00007,9.99993,0.00015,0.00001
5.00500,10.00001,-0.00007,9.99993,0.00015,0.00001
5.01000,10.00016,-0.00007,9.99996,0.00054,0.00259
5.01500,10.00039,-0.00310,10.00001,0.00159,0.00959
5.02000,10.00069,-0.01126,10.00012,0.00346,0.02225
5.02500,10.00106,-0.02594,10.00029,0.00623,0.04136
5.03000,10.00150,-0.04790,10.00052,0.00991,0.06728
5.03500,10.00202,-0.07748,10.00083,0.01448,0.10009
5.04000,10.00260,-0.11464,10.00122,0.01988,0.13965
5.04500,10.00325,-0.15906,10.00168,0.02600,0.18562
5.05000,10.00397,-0.21023,10.00221,0.03276,0.23754
5.05500,10.00474,-0.26750,10.00283,0.04002,0.29485
5.06000,10.00556,-0.33011,10.00351,0.04767,0.35693
5.06500,10.00644,-0.39725,10.00427,0.05559,0.42312
5.07000,10.00736,-0.46807,10.00509,0.06366,0.49276
5.07500,10.00833,-0.54174,10.00598,0.07176,0.56518
5.08000,10.00933,-0.61744,10.00692,0.07980,0.63972
5.08500,10.01037,-0.69437,10.00791,0.08766,0.71575
5.09000,10.01144,-0.77179,10.00894,0.09527,0.79269
5.09500,10.01253,-0.84899,10.01002,0.10255,0.86997
5.10000,10.01364,-0.92535,10.01113,0.10942,0.94708
5.10500,10.01476,-1.00029,10.01227,0.11584,1.02354
5.11000,10.01590,-1.07329,10.01343,0.12174,1.09895
5.11500,10.01704,-1.14390,10.01461,0.12710,1.17291
5.12000,10.01819,-1.21174,10.01580,0.13187,1.24511
5.12500,10.01933,-1.27647,10.01700,0.13605,1.31524
5.13000,10.02047,-1.33784,10.01820,0.13961,1.38309
5.13500,10.02159,-1.39562,10.01940,0.14256,1.44843
5.14000,10.02271,-1.44966,10.02059,0.14488,1.51112
5.14500,10.02381,-1.49984,10.02177,0.14659,1.57103
5.15000,10.02490,-1.54609,10.02294,0.14771,1.62806
5.15500,10.02596,-1.58838,10.02409,0.14823,1.68217
5.16000,10.02700,-1.62673,10.02522,0.14820,1.73331
5.16500,10.02802,-1.66117,10.02632,0.14762,1.78150
5.17000,10.02901,-1.69177,10.02740,0.14652,1.82673
5.17500,10.02997,-1.71864,10.02845,0.14494,1.86907
5.18000,10.03090,-1.74188,10.02946,0.14291,1.90855
5.18500,10.03180,-1.76162,10.03045,0.14045,1.94526
5.19000,10.03267,-1.77803,10.03140,0.13760,1.97929
5.19500,10.03351,-1.79127,10.03232,0.13439,2.01072
5.20000,10.03431,-1.80150,10.03320,0.13086,2.03967
5.20500,10.03508,-1.80891,10.03405,0.12704,2.06625
5.21000,10.03582,-1.81367,10.03486,0.12296,2.09058
5.21500,10.03652,-1.81599,10.03563,0.11865,2.11278
5.22000,10.03719,-1.81603,10.03637,0.11414,2.13298
5.22500,10.03783,-1.81400,10.03706,0.10947,2.15131
5.23000,10.03843,-1.81007,10.03773,0.10467,2.16788
5.23500,10.03900,-1.80443,10.03835,0.09975,2.18283
5.24000,10.03953,-1.79724,10.03894,0.09476,2.19628
5.24500,10.04004,-1.78868,10.03949,0.08970,2.20835
5.25000,10.04051,-1.77892,10.04001,0.08461,2.21915
5.25500,10.04095,-1.76810,10.04049,0.07951,2.22881
5.26000,10.04136,-1.75638,10.04094,0.07441,2.23742
5.26500,10.04174,-1.74390,10.04136,0.06933,2.24509
5.27000,10.04209,-1.73078,10.04175,0.06430,2.25193
5.27500,10.04241,-1.71715,10.04210,0.05932,2.25801
5.28000,10.04271,-1.70312,10.04243,0.05441,2.26343
5.28500,10.04298,-1.68881,10.04273,0.04958,2.26828
5.29000,10.04322,-1.67430,10.04300,0.04485,2.27262
5.29500,10.04344,-1.65968,10.04324,0.04022,2.27653
5.30000,10.04364,-1.64504,10.04346,0.03569,2.28007
5.30500,10.04381,-1.63045,10.04365,0.03128,2.28330
5.31000,10.04396,-1.61597,10.04382,0.02700,2.28628
5.31500,10.04409,-1.60167,10.04396,0.02284,2.28906
5.32000,10.04420,-1.58758,10.04409,0.01881,2.29167
5.32500,10.04430,-1.57376,10.04419,0.01491,2.29416
5.33000,10.04437,-1.56024,10.04427,0.01115,2.29656
5.33500,10.04442,-1.54705,10.04434,0.00752,2.29891
5.34000,10.04446,-1.53423,10.04438,0.00402,2.30123
5.34500,10.04448,-1.52178,10.04441,0.00067,2.30354
5.35000,10.04448,-1.50974,10.04443,-0.00256,2.30586
5.35500,10.04447,-1.49810,10.04442,-0.00565,2.30822
5.36000,10.04445,-1.48688,10.04441,-0.00862,2.31061
5.36500,10.04441,-1.47608,10.04437,-0.01145,2.31306
5.37000,10.04436,-1.46571,10.04433,-0.01416,2.31557
5.37500,10.04430,-1.45576,10.04427,-0.01675,2.31814
5.38000,10.04423,-1.44624,10.04420,-0.01922,2.32079
5.38500,10.04414,-1.43712,10.04412,-0.02157,2.32351
5.39000,10.04404,-1.42841,10.04403,-0.02381,2.32630
5.39500,10.04394,-1.42009,10.04392,-0.02595,2.32916
5.40000,10.04382,-1.41216,10.04381,-0.02798,2.33210
5.40500,10.04369,-1.40461,10.04369,-0.02991,2.33510
5.41000,10.04356,-1.39741,10.04355,-0.03174,2.33817
5.41500,10.04342,-1.39055,10.04341,-0.03348,2.34129
5.42000,10.04327,-1.38403,10.04327,-0.03513,2.34447
5.42500,10.04311,-1.37783,10.04311,-0.03670,2.34769
5.43000,10.04294,-1.37193,10.04295,-0.03819,2.35095
5.43500,10.04277,-1.36631,10.04278,-0.03960,2.35425
5.44000,10.04259,-1.36097,10.04260,-0.04093,2.35758
5.44500,10.04240,-1.35588,10.04242,-0.04219,2.36093
5.45000,10.04221,-1.35104,10.04223,-0.04339,2.36429
5.45500,10.04201,-1.34642,10.04203,-0.04452,2.36767
5.46000,10.04181,-1.34202,10.04183,-0.04559,2.37104
5.46500,10.04160,-1.33782,10.04163,-0.04660,2.37441
5.47000,10.04139,-1.33381,10.04142,-0.04756,2.37777
5.47500,10.04117,-1.32998,10.04120,-0.04846,2.38112
5.48000,10.04095,-1.32631,10.04098,-0.04932,2.38445
5.48500,10.04072,-1.32280,10.04076,-0.05012,2.38775
5.49000,10.04049,-1.31943,10.04053,-0.05088,2.39102
5.49500,10.04025,-1.31619,10.04030,-0.05160,2.39425
5.50000,10.04001,-1.31308,10.04006,-0.05228,2.39744
5.50500,10.03977,-1.31008,10.03982,-0.05292,2.40060
5.51000,10.03952,-1.30719,10.03958,-0.05351,2.40370
5.51500,10.03927,-1.30440,10.03933,-0.05408,2.40676
5.52000,10.03902,-1.30170,10.03908,-0.05461,2.40977
5.52500,10.03876,-1.29909,10.03883,-0.05510,2.41272
5.53000,10.03851,-1.29656,10.03857,-0.05557,2.41562
5.53500,10.03825,-1.29411,10.03831,-0.05600,2.41846
5.54000,10.03798,-1.29172,10.03805,-0.05641,2.42124
5.54500,10.03772,-1.28941,10.03779,-0.05678,2.42396
5.55000,10.03745,-1.28715,10.03752,-0.05713,2.42662
5.55500,10.03718,-1.28496,10.03726,-0.05746,2.42922
5.56000,10.03691,-1.28281,10.03699,-0.05776,2.43175
5.56500,10.03663,-1.28073,10.03671,-0.05803,2.43423
5.57000,10.03636,-1.27869,10.03644,-0.05829,2.43664
5.57500,10.03608,-1.27670,10.03617,-0.05852,2.43899
5.58000,10.03580,-1.27475,10.03589,-0.05872,2.44128
5.58500,10.03552,-1.27285,10.03561,-0.05891,2.44351
5.59000,10.03524,-1.27099,10.03533,-0.05908,2.44568
5.59500,10.03495,-1.26918,10.03505,-0.05922,2.44779
5.60000,10.03467,-1.26740,10.03477,-0.05935,2.44984
5.60500,10.03439,-1.26567,10.03449,-0.05946,2.45183
5.61000,10.03410,-1.26397,10.03420,-0.05955,2.45377
5.61500,10.03381,-1.26231,10.03392,-0.05962,2.45565
5.62000,10.03353,-1.26069,10.03363,-0.05968,2.45748
5.62500,10.03324,-1.25910,10.03335,-0.05971,2.45926
5.63000,10.03295,-1.25755,10.03306,-0.05973,2.46098
5.63500,10.03266,-1.25604,10.03277,-0.05974,2.46266
5.64000,10.03238,-1.25456,10.03249,-0.05973,2.46428
5.64500,10.03209,-1.25312,10.03220,-0.05970,2.46586
5.65000,10.03180,-1.25171,10.03191,-0.05966,2.46739
5.65500,10.03151,-1.25034,10.03162,-0.05961,2.46888
5.66000,10.03122,-1.24901,10.03134,-0.05954,2.47032
5.66500,10.03093,-1.24770,10.03105,-0.05945,2.47172
5.67000,10.03064,-1.24644,10.03076,-0.05936,2.47308
5.67500,10.03035,-1.24520,10.03047,-0.05925,2.47440
5.68000,10.03007,-1.24400,10.03019,-0.05912,2.47568
5.68500,10.02978,-1.24284,10.02990,-0.05899,2.47693
5.69000,10.02949,-1.24171,10.02961,-0.05884,2.47813
5.69500,10.02921,-1.24061,10.02933,-0.05868,2.47931
5.70000,10.02892,-1.23954,10.02904,-0.05851,2.48045
5.70500,10.02864,-1.23851,10.02876,-0.05833,2.48155
5.71000,10.02835,-1.23751,10.02847,-0.05814,2.48262
5.71500,10.02807,-1.23654,10.02819,-0.05794,2.48367
5.72000,10.02779,-1.23561,10.02791,-0.05773,2.48468
5.72500,10.02750,-1.23470,10.02763,-0.05751,2.48566
5.73000,10.02722,-1.23383,10.02735,-0.05727,2.48662
5.73500,10.02694,-1.23299,10.02707,-0.05703,2.48754
5.74000,10.02666,-1.23217,10.02679,-0.05679,2.48844
5.74500,10.02639,-1.23139,10.02651,-0.05653,2.48932
5.75000,10.02611,-1.23064,10.02624,-0.05626,2.49017
5.75500,10.02584,-1.22991,10.02596,-0.05599,2.49099
5.76000,10.02556,-1.22922,10.02569,-0.05571,2.49180
5.76500,10.02529,-1.22855,10.02541,-0.05542,2.49257
5.77000,10.02502,-1.22791,10.02514,-0.05513,2.49333
5.77500,10.02475,-1.22729,10.02487,-0.05483,2.49406
5.78000,10.02448,-1.22670,10.02460,-0.05452,2.49478
5.78500,10.02421,-1.22614,10.02434,-0.05421,2.49547
5.79000,10.02395,-1.22560,10.02407,-0.05389,2.49614
5.79500,10.02368,-1.22509,10.02381,-0.05356,2.49679
5.80000,10.02342,-1.22460,10.02354,-0.05323,2.49743
5.80500,10.02316,-1.22413,10.02328,-0.05290,2.49804
5.81000,10.02290,-1.22369,10.02302,-0.05256,2.49864
5.81500,10.02264,-1.22327,10.02276,-0.05221,2.49921
5.82000,10.02239,-1.22287,10.02251,-0.05186,2.49977
5.82500,10.02213,-1.22249,10.02225,-0.05151,2.50032
5.83000,10.02188,-1.22213,10.02200,-0.05115,2.50084
5.83500,10.02163,-1.22179,10.02175,-0.05079,2.50136
5.84000,10.02138,-1.22148,10.02150,-0.05043,2.50185
5.84500,10.02113,-1.22118,10.02125,-0.05006,2.50233
5.85000,10.02088,-1.22090,10.02100,-0.04970,2.50279
5.85500,10.02064,-1.22063,10.02076,-0.04932,2.50324
5.86000,10.02040,-1.22039,10.02051,-0.04895,2.50368
5.86500,10.02016,-1.22016,10.02027,-0.04857,2.50409
5.87000,10.01992,-1.21994,10.02003,-0.04819,2.50450
5.87500,10.01968,-1.21975,10.01980,-0.04781,2.50489
5.88000,10.01945,-1.21957,10.01956,-0.04743,2.50527
5.88500,10.01921,-1.21940,10.01933,-0.04705,2.50564
5.89000,10.01898,-1.21925,10.01909,-0.04666,2.50599
5.89500,10.01875,-1.21911,10.01886,-0.04627,2.50633
5.90000,10.01852,-1.21898,10.01863,-0.04588,2.50666
5.90500,10.01830,-1.21887,10.01841,-0.04550,2.50698
5.91000,10.01807,-1.21877,10.01818,-0.04511,2.50728
5.91500,10.01785,-1.21869,10.01796,-0.04471,2.50757
5.92000,10.01763,-1.21861,10.01774,-0.04432,2.50786
5.92500,10.01741,-1.21855,10.01752,-0.04393,2.50813
5.93000,10.01720,-1.21850,10.01730,-0.04354,2.50839
5.93500,10.01698,-1.21846,10.01709,-0.04315,2.50864
5.94000,10.01677,-1.21842,10.01687,-0.04276,2.50888
5.94500,10.01656,-1.21840,10.01666,-0.04236,2.50911
5.95000,10.01635,-1.21839,10.01645,-0.04197,2.50933
5.95500,10.01614,-1.21839,10.01625,-0.04158,2.50954
5.96000,10.01594,-1.21840,10.01604,-0.04119,2.50974
5.96500,10.01573,-1.21842,10.01584,-0.04080,2.50993
5.97000,10.01553,-1.21844,10.01563,-0.04041,2.51011
5.97500,10.01533,-1.21848,10.01543,-0.04002,2.51029
5.98000,10.01513,-1.21852,10.01523,-0.03963,2.51045
5.98500,10.01494,-1.21857,10.01504,-0.03925,2.51061
5.99000,10.01475,-1.21862,10.01484,-0.03886,2.51076
5.99500,10.01455,-1.21869,10.01465,-0.03847,2.51090
6.00000,10.01436,-1.21876,10.01446,-0.03809,2.51104
6.00500,10.01418,-1.21883,10.01427,-0.03771,2.51116
6.01000,10.01399,-1.21892,10.01408,-0.03733,2.51128
6.01500,10.01380,-1.21901,10.01390,-0.03694,2.51140
6.02000,10.01362,-1.21910,10.01371,-0.03657,2.51150
6.02500,10.01344,-1.21921,10.01353,-0.03619,2.51160
6.03000,10.01326,-1.21931,10.01335,-0.03581,2.51170
6.03500,10.01308,-1.21943,10.01318,-0.03544,2.51178
6.04000,10.01291,-1.21954,10.01300,-0.03506,2.51186
6.04500,10.01274,-1.21967,10.01282,-0.03469,2.51194
6.05000,10.01256,-1.21979,10.01265,-0.03432,2.51201
6.05500,10.01239,-1.21993,10.01248,-0.03396,2.51207
6.06000,10.01223,-1.22006,10.01231,-0.03359,2.51213
6.06500,10.01206,-1.22020,10.01215,-0.03323,2.51218
6.07000,10.01190,-1.22035,10.01198,-0.03287,2.51223
6.07500,10.01173,-1.22050,10.01182,-0.03251,2.51227
6.08000,10.01157,-1.22065,10.01166,-0.03215,2.51231
6.08500,10.01141,-1.22081,10.01150,-0.03179,2.51234
6.09000,10.01126,-1.22097,10.01134,-0.03144,2.51237
6.09500,10.01110,-1.22113,10.01118,-0.03109,2.51239
6.10000,10.01095,-1.22129,10.01103,-0.03074,2.51241
6.10500,10.01079,-1.22146,10.01087,-0.03039,2.51242
6.11000,10.01064,-1.22163,10.01072,-0.03005,2.51244
6.11500,10.01049,-1.22181,10.01057,-0.02970,2.51244
6.12000,10.01035,-1.22199,10.01042,-0.02936,2.51245
6.12500,10.01020,-1.22216,10.01028,-0.02902,2.51245
6.13000,10.01006,-1.22235,10.01013,-0.02869,2.51244
6.13500,10.00991,-1.22253,10.00999,-0.02835,2.51243
6.14000,10.00977,-1.22272,10.00985,-0.02802,2.51242
6.14500,10.00964,-1.22290,10.00971,-0.02769,2.51241
6.15000,10.00950,-1.22309,10.00957,-0.02737,2.51239
6.15500,10.00936,-1.22328,10.00943,-0.02704,2.51237
6.16000,10.00923,-1.22348,10.00930,-0.02672,2.51235
6.16500,10.00910,-1.22367,10.00917,-0.02640,2.51232
6.17000,10.00896,-1.22387,10.00903,-0.02609,2.51230
6.17500,10.00884,-1.22406,10.00890,-0.02577,2.51226
6.18000,10.00871,-1.22426,10.00877,-0.02546,2.51223
6.18500,10.00858,-1.22446,10.00865,-0.02515,2.51219
6.19000,10.00846,-1.22466,10.00852,-0.02485,2.51216
6.19500,10.00833,-1.22486,10.00840,-0.02454,2.51212
6.20000,10.00821,-1.22507,10.00828,-0.02424,2.51207
6.20500,10.00809,-1.22527,10.00815,-0.02394,2.51203
6.21000,10.00797,-1.22547,10.00803,-0.02365,2.51198
6.21500,10.00785,-1.22568,10.00792,-0.02335,2.51193
6.22000,10.00774,-1.22588,10.00780,-0.02306,2.51188
6.22500,10.00762,-1.22609,10.00768,-0.02277,2.51183
6.23000,10.00751,-1.22629,10.00757,-0.02249,2.51177
6.23500,10.00740,-1.22650,10.00746,-0.02220,2.51172
6.24000,10.00729,-1.22671,10.00735,-0.02192,2.51166
6.24500,10.00718,-1.22691,10.00724,-0.02165,2.51160
6.25000,10.00707,-1.22712,10.00713,-0.02137,2.51154
6.25500,10.00697,-1.22733,10.00702,-0.02110,2.51148
6.26000,10.00686,-1.22753,10.00692,-0.02083,2.51141
6.26500,10.00676,-1.22774,10.00681,-0.02056,2.51135
6.27000,10.00665,-1.22795,10.00671,-0.02029,2.51128
6.27500,10.00655,-1.22815,10.00661,-0.02003,2.51122
6.28000,10.00645,-1.22836,10.00651,-0.01977,2.51115
6.28500,10.00636,-1.22856,10.00641,-0.01951,2.51108
6.29000,10.00626,-1.22877,10.00631,-0.01926,2.51101
6.29500,10.00616,-1.22897,10.00621,-0.01900,2.51094
6.30000,10.00607,-1.22918,10.00612,-0.01875,2.51087
6.30500,10.00598,-1.22938,10.00603,-0.01850,2.51079
6.31000,10.00588,-1.22959,10.00593,-0.01826,2.51072
6.31500,10.00579,-1.22979,10.00584,-0.01802,2.51065
6.32000,10.00570,-1.22999,10.00575,-0.01778,2.51057
6.32500,10.00561,-1.23019,10.00566,-0.01754,2.51050
6.33000,10.00553,-1.23039,10.00557,-0.01730,2.51042
6.33500,10.00544,-1.23060,10.00549,-0.01707,2.51034
6.34000,10.00536,-1.23079,10.00540,-0.01684,2.51026
6.34500,10.00527,-1.23099,10.00532,-0.01661,2.51019
6.35000,10.00519,-1.23119,10.00523,-0.01639,2.51011
6.35500,10.00511,-1.23139,10.00515,-0.01616,2.51003
6.36000,10.00503,-1.23159,10.00507,-0.01594,2.50995
6.36500,10.00495,-1.23178,10.00499,-0.01572,2.50987
6.37000,10.00487,-1.23198,10.00491,-0.01551,2.50979
6.37500,10.00479,-1.23217,10.00483,-0.01529,2.50971
6.38000,10.00472,-1.23236,10.00476,-0.01508,2.50963
6.38500,10.00464,-1.23255,10.00468,-0.01487,2.50955
6.39000,10.00457,-1.23274,10.00461,-0.01467,2.50947
6.39500,10.00449,-1.23293,10.00453,-0.01446,2.50939
6.40000,10.00442,-1.23312,10.00446,-0.01426,2.50931
6.40500,10.00435,-1.23331,10.00439,-0.01406,2.50923
6.41000,10.00428,-1.23349,10.00432,-0.01386,2.50914
6.41500,10.00421,-1.23368,10.00425,-0.01367,2.50906
6.42000,10.00414,-1.23386,10.00418,-0.01347,2.50898
6.42500,10.00408,-1.23405,10.00411,-0.01328,2.50890
6.43000,10.00401,-1.23423,10.00405,-0.01309,2.50882
6.43500,10.00394,-1.23441,10.00398,-0.01291,2.50874
6.44000,10.00388,-1.23459,10.00392,-0.01272,2.50866
6.44500,10.00382,-1.23476,10.00385,-0.01254,2.50857
6.45000,10.00375,-1.23494,10.00379,-0.01236,2.50849
6.45500,10.00369,-1.23512,10.00373,-0.01218,2.50841
6.46000,10.00363,-1.23529,10.00367,-0.01201,2.50833
6.46500,10.00357,-1.23546,10.00361,-0.01183,2.50825
6.47000,10.00351,-1.23564,10.00355,-0.01166,2.50817
6.47500,10.00345,-1.23581,10.00349,-0.01149,2.50809
6.48000,10.00340,-1.23597,10.00343,-0.01132,2.50801
6.48500,10.00334,-1.23614,10.00337,-0.01116,2.50793
6.49000,10.00329,-1.23631,10.00332,-0.01100,2.50785
6.49500,10.00323,-1.23647,10.00326,-0.01083,2.50777
6.50000,10.00318,-1.23664,10.00321,-0.01067,2.50769
6.50500,10.00312,-1.23680,10.00315,-0.01052,2.50761
6.51000,10.00307,-1.23696,10.00310,-0.01036,2.50753
6.51500,10.00302,-1.23712,10.00305,-0.01021,2.50746
6.52000,10.00297,-1.23728,10.00300,-0.01006,2.50738
6.52500,10.00292,-1.23744,10.00295,-0.00991,2.50730
6.53000,10.00287,-1.23759,10.00290,-0.00976,2.50722
6.53500,10.00282,-1.23775,10.00285,-0.00961,2.50715
6.54000,10.00277,-1.23790,10.00280,-0.00947,2.50707
6.54500,10.00272,-1.23805,10.00275,-0.00933,2.50699
6.55000,10.00268,-1.23820,10.00270,-0.00918,2.50692
6.55500,10.00263,-1.23835,10.00266,-0.00905,2.50684
6.56000,10.00259,-1.23850,10.00261,-0.00891,2.50677
6.56500,10.00254,-1.23864,10.00257,-0.00877,2.50669
6.57000,10.00250,-1.23879,10.00252,-0.00864,2.50662
6.57500,10.00245,-1.23893,10.00248,-0.00851,2.50655
6.58000,10.00241,-1.23908,10.00244,-0.00838,2.50647
6.58500,10.00237,-1.23922,10.00239,-0.00825,2.50640
6.59000,10.00233,-1.23936,10.00235,-0.00812,2.50633
6.59500,10.00229,-1.23949,10.00231,-0.00800,2.50626
6.60000,10.00225,-1.23963,10.00227,-0.00787,2.50618
6.60500,10.00221,-1.23977,10.00223,-0.00775,2.50611
6.61000,10.00217,-1.23990,10.00219,-0.00763,2.50604
6.61500,10.00213,-1.24003,10.00215,-0.00751,2.50597
6.62000,10.00209,-1.24016,10.00212,-0.00740,2.50590
6.62500,10.00206,-1.24030,10.00208,-0.00728,2.50584
6.63000,10.00202,-1.24042,10.00204,-0.00717,2.50577
6.63500,10.00199,-1.24055,10.00201,-0.00706,2.50570
6.64000,10.00195,-1.24068,10.00197,-0.00694,2.50563
6.64500,10.00192,-1.24080,10.00194,-0.00683,2.50556
6.65000,10.00188,-1.24093,10.00190,-0.00673,2.50550
6.65500,10.00185,-1.24105,10.00187,-0.00662,2.50543
6.66000,10.00181,-1.24117,10.00183,-0.00652,2.50537
6.66500,10.00178,-1.24129,10.00180,-0.00641,2.50530
6.67000,10.00175,-1.24141,10.00177,-0.00631,2.50524
6.67500,10.00172,-1.24153,10.00174,-0.00621,2.50517
6.68000,10.00169,-1.24164,10.00171,-0.00611,2.50511
